Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order_Year,Order_Month,Profit_Margin
1826,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,11.84,4,0.2,3.108,2016,12,0.2624997782941062
1827,CA-2016-167507,2016-12-22,2016-12-28,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Redmond,Oregon,97756,West,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,0.2,4.8416,2016,12,0.2124999067328359
1828,CA-2016-109344,2016-02-08,2016-02-11,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1127.976,3,0.2,126.8973,2016,2,0.11249999900263835
1829,US-2015-140851,2015-07-13,2015-07-15,Second Class,ND-18460,Neil Ducich,Corporate,United States,Macon,Georgia,31204,South,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,38.88,6,0.0,18.6624,2015,7,0.4799998765432416
1830,CA-2014-103373,2014-05-18,2014-05-24,Standard Class,BS-11755,Bruce Stewart,Consumer,United States,Cleveland,Ohio,44105,East,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,779.796,2,0.4,-168.9558,2014,5,-0.21666666388816225
1831,CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403,Central,TEC-PH-10000895,Technology,Phones,Polycom VVX 310 VoIP phone,1439.92,8,0.0,374.3792,2017,10,0.25999999819434416
1832,CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,262.11,1,0.0,62.9064,2017,10,0.23999999084353932
1833,CA-2015-131422,2015-11-05,2015-11-09,Standard Class,GB-14530,George Bell,Corporate,United States,Monroe,North Carolina,28110,South,FUR-CH-10001270,Furniture,Chairs,Harbour Creations Steel Folding Chair,207.0,3,0.2,25.875,2015,11,0.12499999396135295
1834,CA-2017-162691,2017-08-01,2017-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,1439.982,3,0.4,-263.9967,2017,8,-0.18333333206016927
1835,CA-2017-162691,2017-08-01,2017-08-07,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,Austin,Texas,78745,Central,OFF-PA-10003729,Office Supplies,Paper,Xerox 1998,36.288,7,0.2,12.7008,2017,8,0.3499999035494093
1836,CA-2014-141278,2014-06-21,2014-06-24,First Class,RM-19375,Raymond Messe,Consumer,United States,Meriden,Connecticut,6450,East,OFF-AR-10003056,Office Supplies,Art,Newell 341,21.4,5,0.0,6.206,2014,6,0.2899998644860447
1837,CA-2017-122693,2017-02-19,2017-02-21,Second Class,NH-18610,Nicole Hansen,Corporate,United States,Roswell,Georgia,30076,South,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,0.0,361.2994,2017,2,0.2899999976722907
1838,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,0.2,5.9211,2014,8,0.33749980762664866
1839,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,0.2,12.1352,2014,8,0.2749999376813049
1840,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-AP-10001005,Office Supplies,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,0.2,10.2245,2014,8,0.16249997417355783
1841,CA-2014-117345,2014-08-01,2014-08-05,Standard Class,BF-10975,Barbara Fisher,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,78.304,2,0.2,29.364,2014,8,0.3749999521097323
1842,CA-2016-157763,2016-07-18,2016-07-23,Standard Class,KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,140.81,1,0.0,39.4268,2016,7,0.27999998011505006
1843,CA-2015-135391,2015-02-09,2015-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,40.096,4,0.2,13.5324,2015,2,0.3374999158270362
1844,CA-2015-135391,2015-02-09,2015-02-11,Second Class,FA-14230,Frank Atkinson,Corporate,United States,San Antonio,Texas,78207,Central,FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,0.6,-30.588,2015,2,-0.7499998161043997
1845,US-2017-113852,2017-07-29,2017-08-02,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,Seattle,Washington,98115,West,TEC-AC-10003027,Technology,Accessories,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3,0.0,11.7741,2017,7,0.1299999856464629
1846,US-2017-158512,2017-01-12,2017-01-17,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,East,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,40.08,6,0.0,19.2384,2017,1,0.4799998802395508
1847,US-2017-158512,2017-01-12,2017-01-17,Second Class,DA-13450,Dianna Arnett,Home Office,United States,Washington,District of Columbia,20016,East,FUR-FU-10004973,Furniture,Furnishings,Flat Face Poster Frame,37.68,2,0.0,15.8256,2017,1,0.41999988853506137
1848,CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,0.2,27.1764,2017,9,0.0749999979301895
1849,CA-2017-128370,2017-09-10,2017-09-10,Same Day,FH-14275,Frank Hawley,Corporate,United States,Los Angeles,California,90004,West,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,7.184,2,0.2,2.245,2017,9,0.31249956500617343
1850,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,0.0,9.7328,2015,7,0.2799999194476641
1851,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,831.2,5,0.0,124.68,2015,7,0.1499999981953802
1852,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,26.4,5,0.0,11.88,2015,7,0.44999982954551915
1853,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-EN-10000483,Office Supplies,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,0.0,49.105,2015,7,0.45999995690866907
1854,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,97.82,2,0.0,45.9754,2015,7,0.4699999519525709
1855,CA-2015-160472,2015-07-20,2015-07-25,Second Class,RK-19300,Ralph Kennedy,Consumer,United States,South Bend,Indiana,46614,Central,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,141.4,5,0.0,38.178,2015,7,0.2699999809052347
1856,CA-2014-114643,2014-06-13,2014-06-17,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Los Angeles,California,90032,West,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,14.52,3,0.0,4.7916,2014,6,0.32999977272742925
1857,US-2017-158218,2017-05-12,2017-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,0.2,-15.99,2017,5,-0.12499999022826842
1858,US-2017-158218,2017-05-12,2017-05-15,Second Class,AC-10420,Alyssa Crouse,Corporate,United States,Houston,Texas,77041,Central,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,0.8,-53.072,2017,5,-1.5499995473132162
1859,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,0.0,60.5528,2015,9,0.4399999680279052
1860,CA-2015-121608,2015-09-03,2015-09-05,First Class,JB-15400,Jennifer Braxton,Corporate,United States,Bristol,Connecticut,6010,East,TEC-PH-10004959,Technology,Phones,Classic Ivory Antique Telephone ZL1810,100.49,1,0.0,25.1225,2015,9,0.24999997512190514
1861,US-2017-121251,2017-03-26,2017-03-27,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,FUR-BO-10001918,Furniture,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,0.2,-28.9764,2017,3,-0.11249999563222159
1862,US-2017-121251,2017-03-26,2017-03-27,First Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009,East,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,0.0,33.5888,2017,3,0.27999997665888826
1863,CA-2014-151078,2014-11-12,2014-11-12,Same Day,RF-19840,Roy Französisch,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,0.2,4.9632,2014,11,0.09999997985171262
1864,US-2016-100839,2016-10-13,2016-10-17,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,727.45,5,0.5,-465.568,2016,10,-0.6399999912021446
1865,US-2016-100839,2016-10-13,2016-10-17,Standard Class,NC-18625,Noah Childs,Corporate,United States,Aurora,Colorado,80013,West,FUR-FU-10001617,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,0.2,4.368,2016,10,0.1749999298878486
1866,US-2017-116659,2017-11-12,2017-11-12,Same Day,NG-18355,Nat Gilpin,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10002824,Technology,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,0.4,-92.6955,2017,11,-0.2499999932574938
1867,CA-2017-118857,2017-04-15,2017-04-18,First Class,AH-10075,Adam Hart,Corporate,United States,Henderson,Nevada,89015,West,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,0.0,70.722,2017,4,0.3599999816747273
1868,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003309,Office Supplies,Paper,Xerox 211,31.104,6,0.2,10.8864,2015,6,0.34999988747431604
1869,CA-2015-127110,2015-06-25,2015-07-01,Standard Class,CH-12070,Cathy Hwang,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-ST-10002554,Office Supplies,Storage,Tennsco Industrial Shelving,78.256,2,0.2,-17.6076,2015,6,-0.2249999712482147
1870,CA-2016-148201,2016-08-26,2016-08-29,Second Class,CC-12145,Charles Crestani,Consumer,United States,Seattle,Washington,98103,West,OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,6.48,1,0.0,3.1104,2016,8,0.4799992592604023
1871,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,OFF-AR-10002067,Office Supplies,Art,Newell 334,99.2,5,0.0,25.792,2014,7,0.25999997379032525
1872,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,0.2,50.098,2014,7,0.06249999922027827
1873,CA-2014-116932,2014-07-21,2014-07-25,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004175,Furniture,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,0.2,27.2848,2014,7,0.09999999633495586
1874,CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,70.98,1,0.0,20.5842,2017,11,0.2899999591434264
1875,CA-2014-147914,2014-06-04,2014-06-09,Standard Class,MP-17470,Mark Packer,Home Office,United States,Columbus,Ohio,43229,East,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,16.224,2,0.2,5.8812,2014,6,0.3624997765657196
1876,US-2016-112977,2016-03-10,2016-03-16,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Long Beach,New York,11561,East,FUR-BO-10003272,Furniture,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,0.2,-22.098,2016,3,-0.12499999292922476
1877,CA-2017-112039,2017-03-25,2017-03-29,Standard Class,JC-15775,John Castell,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,470.376,3,0.2,47.0376,2017,3,0.09999999787404125
1878,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,0.2,-44.2764,2017,12,-0.11249999714153598
1879,CA-2017-118885,2017-12-29,2018-01-02,Standard Class,JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,302.376,3,0.2,22.6782,2017,12,0.0749999975196445
1880,US-2017-166611,2017-03-28,2017-04-02,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,68.742,9,0.7,-48.1194,2017,3,-0.6999998981699835
1881,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,29.34,3,0.0,14.67,2015,3,0.4999998295842435
1882,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,0.1,63.9345,2015,3,0.16666666232194244
1883,CA-2015-109512,2015-03-05,2015-03-05,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,OFF-ST-10000689,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,0.0,67.608,2015,3,0.1199999978700746
1884,CA-2016-118570,2016-11-13,2016-11-17,Standard Class,CC-12430,Chuck Clark,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,217.056,7,0.2,78.6828,2016,11,0.3624999832992415
1885,CA-2017-154718,2017-01-19,2017-01-23,Second Class,DL-12865,Dan Lawera,Consumer,United States,Keller,Texas,76248,Central,OFF-LA-10003714,Office Supplies,Labels,Avery 510,6.0,2,0.2,2.1,2017,1,0.34999941666763895
1886,CA-2016-147578,2016-04-22,2016-04-26,Second Class,PG-18895,Paul Gonzalez,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.4148,2016,4,0.3299998954372955
1887,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-FA-10002815,Office Supplies,Fasteners,Staples,7.104,2,0.2,2.3976,2014,5,0.3374995249162093
1888,CA-2014-140165,2014-05-13,2014-05-15,First Class,EH-14005,Erica Hernandez,Home Office,United States,Hialeah,Florida,33012,South,OFF-BI-10004519,Office Supplies,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,0.7,-331.96,2014,5,-0.8333333124138121
1889,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2014,10,0.11249999076294084
1890,CA-2014-142587,2014-10-21,2014-10-22,First Class,TB-21520,Tracy Blumstein,Consumer,United States,Fairfield,Ohio,45014,East,FUR-TA-10000617,Furniture,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,0.4,-122.877,2014,10,-0.2999999926756026
1891,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752,2014,3,0.4499995738640399
1892,CA-2014-157623,2014-03-14,2014-03-18,Standard Class,DK-13225,Dean Katz,Corporate,United States,Huntington Beach,California,92646,West,OFF-AR-10003723,Office Supplies,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,0.0,1.2506,2014,3,0.36999890532868246
1893,CA-2017-145310,2017-12-22,2017-12-24,Second Class,JP-15520,Jeremy Pistek,Consumer,United States,Port Orange,Florida,32127,South,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,7.824,1,0.2,2.934,2017,12,0.3749995207061341
1894,CA-2016-100083,2016-11-24,2016-11-29,Standard Class,CD-11980,Carol Darley,Consumer,United States,Medford,Oregon,97504,West,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,0.2,7.745,2016,11,0.3124998739106384
1895,US-2017-108063,2017-12-02,2017-12-05,First Class,AS-10090,Adam Shillingsburg,Consumer,United States,Charlottesville,Virginia,22901,South,OFF-AR-10001446,Office Supplies,Art,Newell 309,34.65,3,0.0,10.395,2017,12,0.29999991341993837
1896,CA-2015-109197,2015-12-31,2016-01-04,Standard Class,JO-15280,Jas O'Carroll,Consumer,United States,Missoula,Montana,59801,West,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,0.2,152.495,2015,12,0.3124999935961017
1897,CA-2017-141789,2017-10-03,2017-10-06,First Class,AC-10450,Amy Cox,Consumer,United States,Minneapolis,Minnesota,55407,Central,OFF-BI-10001359,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,0.0,843.1706,2017,10,0.46999999738012693
1898,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,2014,8,0.3624998783883929
1899,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,2014,8,-0.6666666534699461
1900,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,United States,Miami,Florida,33178,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,2014,8,-0.6363635998033075
1901,CA-2016-140543,2016-06-29,2016-07-03,Second Class,Co-12640,Corey-Lock,Consumer,United States,Florence,South Carolina,29501,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,2016,6,0.0999999947884097
1902,CA-2016-151141,2016-08-20,2016-08-23,First Class,DW-13480,Dianna Wilson,Home Office,United States,Detroit,Michigan,48205,Central,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,0.0,3.9906,2016,8,0.2699998173208273
1903,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,OFF-PA-10003953,Office Supplies,Paper,Xerox 218,5.184,1,0.2,1.8144,2017,10,0.34999932484698143
1904,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,478.48,2,0.2,47.848,2017,10,0.09999999791004853
1905,CA-2017-167094,2017-10-21,2017-10-22,First Class,DK-12835,Damala Kotsonis,Corporate,United States,Springfield,Oregon,97477,West,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,0.2,6.745,2017,10,0.2374999163732689
1906,CA-2017-154410,2017-10-21,2017-10-24,First Class,MD-17860,Michael Dominguez,Corporate,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,909.12,8,0.0,9.0912,2017,10,0.009999999890003521
1907,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,0.7,-2.1648,2016,5,-0.73333084915024
1908,US-2016-150567,2016-05-17,2016-05-21,Standard Class,RP-19855,Roy Phan,Corporate,United States,Apopka,Florida,32712,South,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,0.7,-21.6144,2016,5,-0.7999997039012126
1909,CA-2015-157959,2015-02-03,2015-02-04,First Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,FUR-FU-10004093,Furniture,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,0.0,41.076,2015,2,0.2999999780893969
1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,Duane Benoit,Consumer,United States,Oceanside,New York,11572,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,2017,12,0.449999762658353
1911,CA-2016-105963,2016-11-15,2016-11-22,Standard Class,SC-20770,Stewart Carmichael,Corporate,United States,Los Angeles,California,90008,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,99.39,3,0.0,40.7499,2016,11,0.40999995874836914
1912,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,273.896,7,0.2,92.4399,2017,7,0.33749998767780515
1913,CA-2017-121503,2017-07-03,2017-07-06,Second Class,FH-14275,Frank Hawley,Corporate,United States,Houston,Texas,77041,Central,TEC-MA-10003674,Technology,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,0.4,49.761,2017,7,0.0833333319377737
1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,2014,1,0.43999997065688756
1915,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2,0.2,1.6704,2017,4,0.36249921332636004
1916,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-AR-10002280,Office Supplies,Art,Staples in misc. colors,15.528,3,0.2,4.8525,2017,4,0.3124997987507736
1917,CA-2017-124597,2017-04-30,2017-05-05,Standard Class,AS-10630,Ann Steele,Home Office,United States,Boynton Beach,Florida,33437,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,11.952,3,0.2,3.8844,2017,4,0.3249997280792101
1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,Helen Abelman,Consumer,United States,Franklin,Massachusetts,2038,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.3785,2015,11,0.28999975107317505
1919,CA-2015-123673,2015-10-30,2015-11-01,Second Class,CH-12070,Cathy Hwang,Home Office,United States,Detroit,Michigan,48227,Central,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,299.9,2,0.0,74.975,2015,10,0.24999999166388825
1920,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,895.92,5,0.2,302.373,2017,8,0.33749999623292265
1921,US-2017-111423,2017-08-17,2017-08-19,First Class,EH-13765,Edward Hooks,Corporate,United States,Watertown,New York,13601,East,FUR-CH-10003981,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,462.564,2,0.1,97.6524,2017,8,0.21111110654717818
1922,CA-2015-125178,2015-10-03,2015-10-09,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Reading,Pennsylvania,19601,East,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,15.008,2,0.2,1.5008,2015,10,0.09999993336891433
1923,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,TEC-PH-10004345,Technology,Phones,Cisco SPA 502G IP Phone,863.64,9,0.2,107.955,2016,7,0.12499999855263769
1924,CA-2016-156685,2016-07-08,2016-07-10,Second Class,SC-20230,Scot Coram,Corporate,United States,Arlington,Texas,76017,Central,OFF-AR-10000588,Office Supplies,Art,Newell 345,47.616,3,0.2,3.5712,2016,7,0.07499998424899525
1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92024,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823,2017,12,0.4499999515816708
1926,CA-2017-102834,2017-03-09,2017-03-13,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,199.98,2,0.0,69.993,2017,3,0.3499999824982507
